,GVKEY,datadate,tic,prccd,caldt,vwretx,filing_date,year,td_count,excess_return
891678,10789,2021-02-19,TYL,473.88,2/19/2021,-0.00198,filing date 0,2021,209,0.002269395841927979
891731,10789,2021-05-06,TYL,403.02,5/6/2021,0.008069,filing date 0,2021,209,-0.013240635659622746
891792,10789,2021-08-03,TYL,490.84,8/3/2021,0.008246,filing date 0,2021,209,-0.006643998198946788
891855,10789,2021-11-01,TYL,541.07,11/1/2021,0.002085,filing date 0,2021,209,-0.023271967988883868
892119,165052,2017-02-23,UA,19.64,2/23/2017,0.000281,filing date 0,2017,216,-0.061642190233277216
892171,165052,2017-05-09,UA,19.81,5/9/2017,-0.000881,filing date 0,2017,216,-0.00803770098361789
892234,165052,2017-08-08,UA,17.21,8/8/2017,-0.002416,filing date 0,2017,216,0.026229121887717644
892300,165052,2017-11-09,UA,10.99,11/9/2017,-0.003784,filing date 0,2017,216,0.014022181257362987
892374,165052,2018-02-28,UA,15.05,2/28/2018,-0.011009,filing date 0,2018,213,0.039541364696986325
892424,165052,2018-05-10,UA,16.64,5/10/2018,0.009268,filing date 0,2018,213,0.03243071106841322
892483,165052,2018-08-03,UA,18.38,8/3/2018,0.004733,filing date 0,2018,213,0.02180026042744343
892548,165052,2018-11-05,UA,21.46,11/5/2018,0.005253,filing date 0,2018,213,-0.06230170923594569
892622,165052,2019-02-25,UA,19.63,2/25/2019,0.001182,filing date 0,2019,216,0.024077027719554778
892674,165052,2019-05-09,UA,19.61,5/9/2019,-0.003034,filing date 0,2019,216,-0.018159294630998524
892732,165052,2019-08-01,UA,19.12,8/1/2019,-0.008965,filing date 0,2019,216,-0.03412265324543262
892802,165052,2019-11-08,UA,15.88,11/8/2019,0.002516,filing date 0,2019,216,-0.02823365183749227
892875,165052,2020-02-26,UA,13.04,2/26/2020,-0.003779,filing date 0,2020,214,-0.059853008518153894
892927,165052,2020-05-11,UA,8.0,5/11/2020,0.00014,filing date 0,2020,214,-0.2007987883327198
892988,165052,2020-08-06,UA,9.04,8/6/2020,0.006383,filing date 0,2020,214,0.0363638830936035
893052,165052,2020-11-05,UA,13.18,11/5/2020,0.01945,filing date 0,2020,214,0.009543490469119842
893126,165052,2021-02-24,UA,18.3,2/24/2021,0.011292,filing date 0,2021,212,0.03033490813473194
893177,165052,2021-05-07,UA,20.24,5/7/2021,0.007251,filing date 0,2021,212,-0.06884799621561732
893239,165052,2021-08-05,UA,21.23,8/5/2021,0.006074,filing date 0,2021,212,0.05254028555151913
893303,165052,2021-11-04,UA,22.11,11/4/2021,0.004172,filing date 0,2021,212,-0.06528341763756373
895141,10795,2017-02-23,UAL,74.56,2/23/2017,0.000281,filing date 0,2017,201,-0.017728542199563657
895178,10795,2017-04-18,UAL,67.75,4/18/2017,-0.002784,filing date 0,2017,201,-0.01708542778865474
895242,10795,2017-07-19,UAL,74.24,7/19/2017,0.005318,filing date 0,2017,201,-0.11132234539879204
895307,10795,2017-10-19,UAL,59.78,10/19/2017,0.000265,filing date 0,2017,201,-0.12191255704703796
895392,10795,2018-02-22,UAL,66.7,2/22/2018,0.001014,filing date 0,2018,200,-0.002627962896133207
895430,10795,2018-04-18,UAL,70.58,4/18/2018,0.000885,filing date 0,2018,200,0.057514907795803594
895493,10795,2018-07-18,UAL,79.0,7/18/2018,0.001869,filing date 0,2018,200,0.12475967026247137
895557,10795,2018-10-17,UAL,88.49,10/17/2018,-0.000145,filing date 0,2018,200,0.07996431780622626
895647,10795,2019-02-28,UAL,87.81,2/28/2019,-0.002608,filing date 0,2019,199,-0.028420304263824137
895681,10795,2019-04-17,UAL,89.24,4/17/2019,-0.002202,filing date 0,2019,199,0.023598298996298395
895743,10795,2019-07-17,UAL,94.78,7/17/2019,-0.006422,filing date 0,2019,199,0.005333737315958431
895807,10795,2019-10-16,UAL,89.7,10/16/2019,-0.001909,filing date 0,2019,199,0.02920366677556041
895896,10795,2020-02-25,UAL,70.57,2/25/2020,-0.030289,filing date 0,2020,199,-0.09971621554547816
895944,10795,2020-05-04,UAL,25.26,5/4/2020,0.004449,filing date 0,2020,199,-0.16366528485770648
895999,10795,2020-07-22,UAL,31.67,7/22/2020,0.005568,filing date 0,2020,199,-0.01395868973738501
896059,10795,2020-10-15,UAL,34.25,10/15/2020,-0.001555,filing date 0,2020,199,0.025943935091421566
896151,10795,2021-03-01,UAL,53.31,3/1/2021,0.023823,filing date 0,2021,201,-0.0005906797780868001
896188,10795,2021-04-22,UAL,51.03,4/22/2021,-0.009314,filing date 0,2021,201,0.028243097097082615
896251,10795,2021-07-22,UAL,47.95,7/22/2021,0.001999,filing date 0,2021,201,0.0018730508799098544
896314,10795,2021-10-20,UAL,45.95,10/20/2021,0.00359,filing date 0,2021,201,-0.0013234941175956916
896650,10894,2017-02-21,UDR,35.95,2/21/2017,0.00613,filing date 0,2017,209,0.01031195255193551
896694,10894,2017-04-25,UDR,37.06,4/25/2017,0.005989,filing date 0,2017,209,0.03373457146767134
896759,10894,2017-07-27,UDR,38.68,7/27/2017,-0.000979,filing date 0,2017,209,-0.0013752126902345507
896826,10894,2017-10-31,UDR,38.79,10/31/2017,0.001029,filing date 0,2017,209,-0.008379340099927801
896901,10894,2018-02-20,UDR,34.24,2/20/2018,-0.006433,filing date 0,2018,209,-0.01840804141017993
896947,10894,2018-04-26,UDR,35.79,4/26/2018,0.010462,filing date 0,2018,209,0.02413121978642896
897013,10894,2018-07-31,UDR,38.48,7/31/2018,0.004772,filing date 0,2018,209,0.042788629755555974
897077,10894,2018-10-30,UDR,40.34,10/30/2018,0.015675,filing date 0,2018,209,-0.046791461498465026
897151,10894,2019-02-19,UDR,44.72,2/19/2019,0.001681,filing date 0,2019,209,0.0005810457789425794
897201,10894,2019-05-01,UDR,44.5,5/1/2019,-0.007588,filing date 0,2019,209,-0.008596891574038645
897264,10894,2019-07-31,UDR,46.06,7/31/2019,-0.01095,filing date 0,2019,209,0.017447739727820877
897328,10894,2019-10-30,UDR,50.36,10/30/2019,0.003278,filing date 0,2019,209,-0.0054530224762499024
897402,10894,2020-02-18,UDR,50.43,2/18/2020,-0.00272,filing date 0,2020,210,0.02474982868128217
897458,10894,2020-05-07,UDR,37.84,5/7/2020,0.011688,filing date 0,2020,210,-0.005531808293451235
897515,10894,2020-07-29,UDR,35.25,7/29/2020,0.012315,filing date 0,2020,210,-0.0444928499663485
897581,10894,2020-10-30,UDR,31.24,10/30/2020,-0.012335,filing date 0,2020,210,0.10399075185509754
897655,10894,2021-02-18,UDR,41.96,2/18/2021,-0.004667,filing date 0,2021,206,0.0413130674104254
897703,10894,2021-04-28,UDR,45.8,4/28/2021,-0.000725,filing date 0,2021,206,-0.01608191299432815
897767,10894,2021-07-29,UDR,55.59,7/29/2021,0.004271,filing date 0,2021,206,-0.004178460113092974
897830,10894,2021-10-27,UDR,55.45,10/27/2021,-0.004931,filing date 0,2021,206,-0.010930646360109542
899675,11032,2017-02-28,UHS,125.6,2/28/2017,-0.002715,filing date 0,2017,215,-0.013724720560092218
899723,11032,2017-05-08,UHS,121.32,5/8/2017,-0.000127,filing date 0,2017,215,0.00896010619721288
899786,11032,2017-08-07,UHS,107.25,8/7/2017,0.00171,filing date 0,2017,215,-0.009510359612359354
899852,11032,2017-11-08,UHS,100.74,11/8/2017,0.001617,filing date 0,2017,215,-0.03060576206521226
899927,11032,2018-02-28,UHS,114.2,2/28/2018,-0.011009,filing date 0,2018,216,0.06154116859468839
899976,11032,2018-05-09,UHS,117.27,5/9/2018,0.009402,filing date 0,2018,216,0.0023031018864108077
900039,11032,2018-08-08,UHS,122.85,8/8/2018,-0.000236,filing date 0,2018,216,0.00997668954891584
900104,11032,2018-11-08,UHS,130.25,11/8/2018,-0.002444,filing date 0,2018,216,0.019838534930164853
900177,11032,2019-02-27,UHS,133.26,2/27/2019,-0.000489,filing date 0,2019,216,0.027097930509930368
900226,11032,2019-05-08,UHS,122.02,5/8/2019,-0.001618,filing date 0,2019,216,0.0161310975090605
900290,11032,2019-08-08,UHS,146.46,8/8/2019,0.018645,filing date 0,2019,216,0.004930789551376602
900355,11032,2019-11-08,UHS,141.13,11/8/2019,0.002516,filing date 0,2019,216,0.01079575721376469
900428,11032,2020-02-26,UHS,135.21,2/26/2020,-0.003779,filing date 0,2020,215,-0.014802687190781594
900479,11032,2020-05-08,UHS,102.06,5/8/2020,0.016904,filing date 0,2020,215,-0.027969702097443316
900542,11032,2020-08-07,UHS,109.44,8/7/2020,0.00064,filing date 0,2020,215,0.042992426320051624
900606,11032,2020-11-06,UHS,116.62,11/6/2020,-0.000144,filing date 0,2020,215,0.0821222407751745
900680,11032,2021-02-25,UHS,134.92,2/25/2021,-0.024547,filing date 0,2021,214,-0.048137067197521644
900730,11032,2021-05-07,UHS,155.19,5/7/2021,0.007251,filing date 0,2021,214,0.030813328673966245
900793,11032,2021-08-06,UHS,152.77,8/6/2021,0.001489,filing date 0,2021,214,-0.031434919128071837
900858,11032,2021-11-08,UHS,129.16,11/8/2021,0.000471,filing date 0,2021,214,0.013977491117551866
901206,178704,2017-03-28,ULTA,282.86,3/28/2017,0.007247,filing date 0,2017,230,0.00888615670128079
901251,178704,2017-06-01,ULTA,306.72,6/1/2017,0.007666,filing date 0,2017,230,-0.0003288659750428913
901315,178704,2017-08-31,ULTA,221.01,8/31/2017,0.005572,filing date 0,2017,230,0.0643249767612375
901378,178704,2017-11-30,ULTA,221.71,11/30/2017,0.008036,filing date 0,2017,230,0.0027203611232970992
901461,178704,2018-04-03,ULTA,204.38,4/3/2018,0.01254,filing date 0,2018,234,0.01647030254941151
901503,178704,2018-06-01,ULTA,245.15,6/1/2018,0.010843,filing date 0,2018,234,0.011211104194804422
901566,178704,2018-08-30,ULTA,244.41,8/30/2018,-0.004436,filing date 0,2018,234,0.1461776006650849
901633,178704,2018-12-06,ULTA,292.92,12/6/2018,-0.001517,filing date 0,2018,234,-0.12512623204171458
901712,178704,2019-04-02,ULTA,347.3,4/2/2019,3.5e-05,filing date 0,2019,234,-0.0059314525112525995
901752,178704,2019-05-30,ULTA,328.46,5/30/2019,0.002005,filing date 0,2019,234,0.03575563395787351
901816,178704,2019-08-29,ULTA,337.45,8/29/2019,0.012653,filing date 0,2019,234,-0.3249313100565636
901884,178704,2019-12-05,ULTA,236.02,12/5/2019,0.001427,filing date 0,2019,234,0.03954113323738806
901961,178704,2020-03-27,ULTA,174.45,3/27/2020,-0.033561,filing date 0,2020,233,-0.08451319548448366
902003,178704,2020-05-28,ULTA,243.31,5/28/2020,-0.001984,filing date 0,2020,233,-0.056182716737865346
902067,178704,2020-08-27,ULTA,223.95,8/27/2020,0.001778,filing date 0,2020,233,0.040439054142594744
902135,178704,2020-12-03,ULTA,289.53,12/3/2020,-0.000657,filing date 0,2020,233,-0.044383832676824775
902212,178704,2021-03-26,ULTA,303.0,3/26/2021,0.01613,filing date 0,2021,231,-0.00769878721082673
902255,178704,2021-05-27,ULTA,328.36,5/27/2021,0.001136,filing date 0,2021,231,0.025603814789560086
902317,178704,2021-08-25,ULTA,389.9,8/25/2021,0.002159,filing date 0,2021,231,0.015420622710442533
902386,178704,2021-12-02,ULTA,383.64,12/2/2021,0.013998,filing date 0,2021,231,0.06378097054682108
902684,10903,2017-02-08,UNH,160.31,2/8/2017,0.000767,filing date 0,2017,214,-0.006204612837966472
902745,10903,2017-05-08,UNH,174.44,5/8/2017,-0.000127,filing date 0,2017,214,-0.002520236621425309
902807,10903,2017-08-04,UNH,194.88,8/4/2017,0.001795,filing date 0,2017,214,-0.0003160409291953492
902873,10903,2017-11-07,UNH,212.7,11/7/2017,-9.7e-05,filing date 0,2017,214,-0.0019038863387663696
902939,10903,2018-02-13,UNH,226.64,2/13/2018,0.002823,filing date 0,2018,216,-0.01258235807475816
902996,10903,2018-05-07,UNH,233.78,5/7/2018,0.00336,filing date 0,2018,216,-0.031229677205294792
903060,10903,2018-08-07,UNH,257.65,8/7/2018,0.002763,filing date 0,2018,216,0.01989283691659416
903126,10903,2018-11-08,UNH,276.65,11/8/2018,-0.002444,filing date 0,2018,216,0.012804373898440913
903189,10903,2019-02-12,UNH,263.5,2/12/2019,0.01295,filing date 0,2019,214,0.030152548686813718
903247,10903,2019-05-07,UNH,238.05,5/7/2019,-0.016488,filing date 0,2019,214,0.01776753303676082
903311,10903,2019-08-07,UNH,246.45,8/7/2019,0.000886,filing date 0,2019,214,-0.020859804931666392
903375,10903,2019-11-06,UNH,250.52,11/6/2019,0.000754,filing date 0,2019,214,0.01115011659462617
903443,10903,2020-02-14,UNH,298.78,2/14/2020,0.001773,filing date 0,2020,211,2.1859498952281342e-05
903499,10903,2020-05-06,UNH,288.77,5/6/2020,-0.006916,filing date 0,2020,211,-0.03666188952807414
903560,10903,2020-08-03,UNH,303.61,8/3/2020,0.006809,filing date 0,2020,211,0.013729913276891104
903624,10903,2020-11-02,UNH,312.1,11/2/2020,0.012163,filing date 0,2020,211,0.08790286989101115
903704,10903,2021-03-01,UNH,334.65,3/1/2021,0.023823,filing date 0,2021,211,0.016154303134545245
903750,10903,2021-05-05,UNH,412.5,5/5/2021,0.000713,filing date 0,2021,211,0.017992723500044328
903812,10903,2021-08-03,UNH,421.9,8/3/2021,0.008246,filing date 0,2021,211,-0.012343108885842002
903877,10903,2021-11-03,UNH,457.33,11/3/2021,0.00677,filing date 0,2021,211,0.0082536687761543
904204,12726,2017-02-22,UNM,48.31,2/22/2017,-0.001103,filing date 0,2017,206,0.0033622823709988925
904249,12726,2017-04-27,UNM,46.85,4/27/2017,0.000614,filing date 0,2017,206,-0.012406758303115106
904313,12726,2017-07-28,UNM,49.8,7/28/2017,-0.001454,filing date 0,2017,206,0.03662015054427514
904376,12726,2017-10-26,UNM,52.93,10/26/2017,0.001247,filing date 0,2017,206,-0.010590234906178941
904455,12726,2018-02-21,UNM,51.98,2/21/2018,-0.005498,filing date 0,2018,206,-0.021623961711589867
904504,12726,2018-05-02,UNM,39.78,5/2/2018,-0.007358,filing date 0,2018,206,-0.17952060133124004
904566,12726,2018-07-31,UNM,39.73,7/31/2018,0.004772,filing date 0,2018,206,-0.08683252457955737
904627,12726,2018-10-25,UNM,34.88,10/25/2018,0.018863,filing date 0,2018,206,0.056368483852289764
904704,12726,2019-02-19,UNM,36.73,2/19/2019,0.001681,filing date 0,2019,209,0.020233733062889447
904754,12726,2019-05-01,UNM,36.33,5/1/2019,-0.007588,filing date 0,2019,209,-0.003819342907348644
904817,12726,2019-07-31,UNM,31.95,7/31/2019,-0.01095,filing date 0,2019,209,-0.06923052887889924
904881,12726,2019-10-30,UNM,27.46,10/30/2019,0.003278,filing date 0,2019,209,0.008364809480028157
904955,12726,2020-02-18,UNM,29.63,2/18/2020,-0.00272,filing date 0,2020,208,0.01129452311011303
905009,12726,2020-05-05,UNM,15.18,5/5/2020,0.009042,filing date 0,2020,208,-0.11797126930282731
905068,12726,2020-07-29,UNM,18.19,7/29/2020,0.012315,filing date 0,2020,208,-0.06593592281277161
905132,12726,2020-10-28,UNM,16.57,10/28/2020,-0.035199,filing date 0,2020,208,0.038288481071097835
905207,12726,2021-02-17,UNM,25.79,2/17/2021,-0.000211,filing date 0,2021,211,0.05354086471105379
905262,12726,2021-05-06,UNM,30.05,5/6/2021,0.008069,filing date 0,2021,211,0.017685359559823643
905324,12726,2021-08-04,UNM,24.84,8/4/2021,-0.004548,filing date 0,2021,211,-0.026942873061018835
905388,12726,2021-11-03,UNM,26.25,11/3/2021,0.00677,filing date 0,2021,211,-0.014768051013853256
905703,10867,2017-02-03,UNP,108.51,2/3/2017,0.007119,filing date 0,2017,206,-0.005647397435647239
905760,10867,2017-04-27,UNP,113.53,4/27/2017,0.000614,filing date 0,2017,206,0.006598138164639611
905818,10867,2017-07-20,UNP,106.14,7/20/2017,-6.7e-05,filing date 0,2017,206,-0.028339635561789422
905887,10867,2017-10-26,UNP,116.47,10/26/2017,0.001247,filing date 0,2017,206,0.04272479252722472
905959,10867,2018-02-09,UNP,127.28,2/9/2018,0.014634,filing date 0,2018,206,0.0211161164793654
906011,10867,2018-04-26,UNP,132.18,4/26/2018,0.010462,filing date 0,2018,206,-0.030422731923798296
906069,10867,2018-07-19,UNP,140.41,7/19/2018,-0.00399,filing date 0,2018,206,0.006377904729872874
906138,10867,2018-10-25,UNP,144.15,10/25/2018,0.018863,filing date 0,2018,206,0.031701447226318624
906209,10867,2019-02-08,UNP,161.72,2/8/2019,0.000582,filing date 0,2019,200,0.027908170987414493
906257,10867,2019-04-18,UNP,176.66,4/18/2019,0.001555,filing date 0,2019,200,0.03531382642342318
906319,10867,2019-07-18,UNP,174.25,7/18/2019,0.003502,filing date 0,2019,200,0.04571241603813325
906383,10867,2019-10-17,UNP,163.68,10/17/2019,0.002815,filing date 0,2019,200,0.04355058810623924
906460,10867,2020-02-07,UNP,183.83,2/7/2020,-0.005221,filing date 0,2020,204,-0.017329753368809375
906512,10867,2020-04-23,UNP,152.29,4/23/2020,-0.000469,filing date 0,2020,204,0.07453719872341624
906575,10867,2020-07-23,UNP,175.0,7/23/2020,-0.012492,filing date 0,2020,204,-0.010012874267517735
906639,10867,2020-10-22,UNP,187.14,10/22/2020,0.005169,filing date 0,2020,204,-0.08711500027591579
906711,10867,2021-02-05,UNP,204.2,2/5/2021,0.003937,filing date 0,2021,202,-0.013815326052640908
906763,10867,2021-04-22,UNP,217.98,4/22/2021,-0.009314,filing date 0,2021,202,0.007299200602989275
906826,10867,2021-07-22,UNP,219.54,7/22/2021,0.001999,filing date 0,2021,202,-0.005693879174243355
906890,10867,2021-10-21,UNP,231.28,10/21/2021,0.002985,filing date 0,2021,202,0.046945076314668155
907225,10920,2017-02-21,UPS,107.72,2/21/2017,0.00613,filing date 0,2017,211,-0.013562960020336079
907276,10920,2017-05-04,UPS,107.05,5/4/2017,0.000723,filing date 0,2017,211,-0.011560106347358823
907339,10920,2017-08-03,UPS,111.52,8/3/2017,-0.002195,filing date 0,2017,211,0.006776196901948195
907403,10920,2017-11-02,UPS,116.87,11/2/2017,0.000223,filing date 0,2017,211,-0.03441492865081497
907477,10920,2018-02-21,UPS,104.7,2/21/2018,-0.005498,filing date 0,2018,209,0.009127254769382143
907527,10920,2018-05-03,UPS,109.81,5/3/2018,-0.002215,filing date 0,2018,209,-0.01260026483804344
907590,10920,2018-08-02,UPS,118.6,8/2/2018,0.004988,filing date 0,2018,209,-0.010506126148081663
907652,10920,2018-10-30,UPS,107.07,10/30/2018,0.015675,filing date 0,2018,209,-0.022930789635255078
907728,10920,2019-02-21,UPS,111.76,2/21/2019,-0.003535,filing date 0,2019,208,-0.003240431889746209
907775,10920,2019-04-30,UPS,106.22,4/30/2019,0.000859,filing date 0,2019,208,0.016415790634886074
907838,10920,2019-07-30,UPS,119.81,7/30/2019,-0.002603,filing date 0,2019,208,0.01650023418461022
907902,10920,2019-10-29,UPS,116.91,10/29/2019,-0.000971,filing date 0,2019,208,0.019165568640939323
907979,10920,2020-02-20,UPS,106.48,2/20/2020,-0.0039,filing date 0,2020,211,-0.044126594535639385
908034,10920,2020-05-08,UPS,94.83,5/8/2020,0.016904,filing date 0,2020,211,-0.001483664716225852
908094,10920,2020-08-04,UPS,144.72,8/4/2020,0.003774,filing date 0,2020,211,0.08627729926077277
908157,10920,2020-11-02,UPS,159.55,11/2/2020,0.012163,filing date 0,2020,211,-0.03247718736215477
908232,10920,2021-02-22,UPS,161.6,2/22/2021,-0.008016,filing date 0,2021,212,0.0013906589019520021
908283,10920,2021-05-05,UPS,214.52,5/5/2021,0.000713,filing date 0,2021,212,0.003268290747234337
908348,10920,2021-08-06,UPS,192.6,8/6/2021,0.001489,filing date 0,2021,212,0.006302032455757001
908411,10920,2021-11-04,UPS,210.72,11/4/2021,0.004172,filing date 0,2021,212,-0.017462122995172913
908765,29150,2017-04-03,URBN,23.2,4/3/2017,-0.00165,filing date 0,2017,237,-0.05876969176603786
908811,29150,2017-06-08,URBN,16.35,6/8/2017,0.000203,filing date 0,2017,237,-0.01747998622341862
908873,29150,2017-09-06,URBN,22.01,9/6/2017,0.003118,filing date 0,2017,237,-0.01588467229567725
908940,29150,2017-12-11,URBN,32.27,12/11/2017,0.003176,filing date 0,2017,237,-0.02383083392761365
909015,29150,2018-04-02,URBN,36.91,4/2/2018,-0.022611,filing date 0,2018,236,0.034929160094054446
909064,29150,2018-06-11,URBN,47.02,6/11/2018,0.0012,filing date 0,2018,236,-0.01078428864639891
909127,29150,2018-09-10,URBN,43.96,9/10/2018,0.001961,filing date 0,2018,236,0.006857425654751115
909190,29150,2018-12-10,URBN,37.68,12/10/2018,0.001828,filing date 0,2018,236,-0.09915147417748271
909266,29150,2019-04-01,URBN,30.54,4/1/2019,0.01151,filing date 0,2019,237,0.111309478162392
909314,29150,2019-06-10,URBN,23.05,6/10/2019,0.004887,filing date 0,2019,237,-0.013916510241303026
909377,29150,2019-09-09,URBN,24.89,9/9/2019,2.7e-05,filing date 0,2019,237,0.09354496527067191
909442,29150,2019-12-10,URBN,27.34,12/10/2019,-0.001155,filing date 0,2019,237,-0.008816482771790923
909518,29150,2020-03-31,URBN,14.24,3/31/2020,-0.016046,filing date 0,2020,238,-0.07105112009370973
909580,29150,2020-06-29,URBN,15.03,6/29/2020,0.014615,filing date 0,2020,238,0.003376828673568033
909630,29150,2020-09-09,URBN,24.8,9/9/2020,0.020183,filing date 0,2020,238,-0.05672281992737316
909695,29150,2020-12-10,URBN,27.19,12/10/2020,-0.001306,filing date 0,2020,238,-0.01007348872541447
909771,29150,2021-04-01,URBN,36.32,4/1/2021,0.011755,filing date 0,2021,237,-0.00270152978412197
909818,29150,2021-06-09,URBN,37.83,6/9/2021,-0.00187,filing date 0,2021,237,-0.013342563529136653
909882,29150,2021-09-09,URBN,32.29,9/9/2021,-0.004601,filing date 0,2021,237,0.015138592025645603
909947,29150,2021-12-10,URBN,30.54,12/10/2021,0.009755,filing date 0,2021,237,-0.08229968868647175
910229,66065,2017-01-25,URI,114.26,1/25/2017,0.007903,filing date 0,2017,200,0.1332736251325255
910287,66065,2017-04-19,URI,119.45,4/19/2017,-0.001716,filing date 0,2017,200,-0.06612975220458128
910350,66065,2017-07-19,URI,118.7,7/19/2017,0.005318,filing date 0,2017,200,0.003774731233295414
910414,66065,2017-10-18,URI,144.32,10/18/2017,0.00077,filing date 0,2017,200,-0.01519045627842297
910480,66065,2018-01-24,URI,185.52,1/24/2018,-0.000505,filing date 0,2018,200,-0.03451851401508388
910538,66065,2018-04-18,URI,180.0,4/18/2018,0.000885,filing date 0,2018,200,-0.06534782844983222
910601,66065,2018-07-18,URI,154.91,7/18/2018,0.001869,filing date 0,2018,200,-0.017746947240116273
910665,66065,2018-10-17,URI,139.04,10/17/2018,-0.000145,filing date 0,2018,200,-0.167284224724897
910730,66065,2019-01-23,URI,116.02,1/23/2019,0.002238,filing date 0,2019,199,0.051211194451994624
910789,66065,2019-04-17,URI,125.76,4/17/2019,-0.002202,filing date 0,2019,199,0.08854119943803562
910851,66065,2019-07-17,URI,131.49,7/17/2019,-0.006422,filing date 0,2019,199,-0.13528805702327107
910915,66065,2019-10-16,URI,121.67,10/16/2019,-0.001909,filing date 0,2019,199,0.07069865293274646
910986,66065,2020-01-29,URI,152.26,1/29/2020,-0.000925,filing date 0,2020,208,-0.06483952249815961
911049,66065,2020-04-29,URI,127.98,4/29/2020,0.026168,filing date 0,2020,208,0.00892493394002769
911112,66065,2020-07-29,URI,163.42,7/29/2020,0.012315,filing date 0,2020,208,-0.015100433959843507
911176,66065,2020-10-28,URI,170.73,10/28/2020,-0.035199,filing date 0,2020,208,0.12620997391695055
911237,66065,2021-01-27,URI,236.27,1/27/2021,-0.025728,filing date 0,2021,206,0.04056751747840204
911300,66065,2021-04-28,URI,324.85,4/28/2021,-0.000725,filing date 0,2021,206,-0.010849455517550788
911363,66065,2021-07-28,URI,325.89,7/28/2021,-0.000175,filing date 0,2021,206,0.0018393655650628116
911427,66065,2021-10-27,URI,347.55,10/27/2021,-0.004931,filing date 0,2021,206,0.06424661558770439
911760,4723,2017-02-23,USB,55.4,2/23/2017,0.000281,filing date 0,2017,212,-0.00556850023633193
911810,4723,2017-05-05,USB,51.77,5/5/2017,0.004022,filing date 0,2017,212,-0.010644175784734644
911873,4723,2017-08-04,USB,53.12,8/4/2017,0.001795,filing date 0,2017,212,0.009816298252166344
911937,4723,2017-11-03,USB,54.65,11/3/2017,0.003182,filing date 0,2017,212,-0.046019884997493765
912011,4723,2018-02-22,USB,54.27,2/22/2018,0.001014,filing date 0,2018,212,-0.01709717762105678
912060,4723,2018-05-03,USB,49.98,5/3/2018,-0.002215,filing date 0,2018,212,-0.004253493067368774
912123,4723,2018-08-02,USB,52.55,8/2/2018,0.004988,filing date 0,2018,212,-0.002836459299150995
912188,4723,2018-11-02,USB,52.07,11/2/2018,-0.00639,filing date 0,2018,212,-0.017846876243028165
912262,4723,2019-02-22,USB,51.28,2/22/2019,0.006143,filing date 0,2019,216,0.003562215419643744
912315,4723,2019-05-09,USB,52.12,5/9/2019,-0.003034,filing date 0,2019,216,-0.0067261195249010974
912373,4723,2019-08-01,USB,55.69,8/1/2019,-0.008965,filing date 0,2019,216,-0.02958483551689628
912443,4723,2019-11-08,USB,58.9,11/8/2019,0.002516,filing date 0,2019,216,-0.011027171548581682
912512,4723,2020-02-20,USB,54.8,2/20/2020,-0.0039,filing date 0,2020,214,0.0027231995657547303
912566,4723,2020-05-07,USB,34.2,5/7/2020,0.011688,filing date 0,2020,214,-0.05472475144803324
912629,4723,2020-08-06,USB,36.79,8/6/2020,0.006383,filing date 0,2020,214,0.036481138489650844
912693,4723,2020-11-05,USB,40.46,11/5/2020,0.01945,filing date 0,2020,214,0.10218409444879972
912766,4723,2021-02-23,USB,51.61,2/23/2021,0.001201,filing date 0,2021,210,-0.001427134987959433
912815,4723,2021-05-04,USB,60.6,5/4/2021,-0.006907,filing date 0,2021,210,0.025997547902496976
912878,4723,2021-08-03,USB,55.89,8/3/2021,0.008246,filing date 0,2021,210,0.02265956704165406
912942,4723,2021-11-02,USB,60.86,11/2/2021,0.003557,filing date 0,2021,210,-0.019763372077155728
915063,179534,2017-02-02,V,82.3,2/2/2017,0.00065,filing date 0,2017,222,0.03461174357622254
915117,179534,2017-04-21,V,91.15,4/21/2017,-0.003016,filing date 0,2017,222,-0.005912665258874128
915179,179534,2017-07-20,V,98.11,7/20/2017,-6.7e-05,filing date 0,2017,222,0.016076519556338598
915264,179534,2017-11-17,V,109.82,11/17/2017,-0.002711,filing date 0,2017,222,-0.005998153400682105
915314,179534,2018-02-01,V,125.72,2/1/2018,-0.000995,filing date 0,2018,222,0.01122323072382092
915373,179534,2018-04-27,V,126.01,4/27/2018,0.001139,filing date 0,2018,222,0.006283820935081508
915436,179534,2018-07-27,V,140.71,7/27/2018,-0.006497,filing date 0,2018,222,-0.02103891438348371
915515,179534,2018-11-16,V,140.18,11/16/2018,0.001993,filing date 0,2018,222,-0.022713693432150017
915564,179534,2019-01-31,V,135.01,1/31/2019,0.008829,filing date 0,2019,220,0.014781730181838926
915623,179534,2019-04-26,V,162.93,4/26/2019,0.004724,filing date 0,2019,220,0.01202981966429284
915686,179534,2019-07-26,V,183.69,7/26/2019,0.007455,filing date 0,2019,220,-0.011788731163880684
915764,179534,2019-11-14,V,179.75,11/14/2019,0.000786,filing date 0,2019,220,0.010451522854000306
915816,179534,2020-01-31,V,198.97,1/31/2020,-0.017292,filing date 0,2020,224,-0.041521450366618584
915880,179534,2020-05-04,V,176.15,5/4/2020,0.004449,filing date 0,2020,224,0.02243862646823258
915942,179534,2020-07-31,V,190.4,7/31/2020,0.007786,filing date 0,2020,224,-0.014439543938155275
